UID,SEG,translation,profanity
METALW-037870-0010,"Pediré una corteza mediana y pesada con tocino, jamón y pimientos verdes.","I'll order a medium, heavy crust with bacon, ham and green peppers.",None
METALW-037871-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037871-0001,hola. Me gustaría pedir una pizza,Hello. I'd like to order a pizza,None
METALW-037871-0002,¿En qué puedo ayudarle?,How can I help you?,None
METALW-037871-0003,Me gustaría pedir una pizza,I'd like to order a pizza,None
METALW-037871-0004,"Alrighht, ¿qué pizza?","Alrighht, what pizza?",None
METALW-037871-0005,Me gusta pedir un pepperoni,I like to order a pepperoni,None
METALW-037871-0006,"ok, pero no tenemos coberturas adicionales","ok, but we don't have any additional coverage",None
METALW-037871-0007,¿Qué tan bout cebollas?,How much bout onions?,None
METALW-037871-0008,"No, lo siento","No, I'm sorry",None
METALW-037871-0009,¿Hay coberturas disponibles?,Are coverages available?,None
METALW-037871-0010,no hay coberturas a partir de ahora.,there are no coverages from now on.,None
METALW-037871-0011,Vale,Ok,None
METALW-037872-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037872-0001,Me gustaría pedir una deliciosa pizza,I'd like to order a delicious pizza,None
METALW-037872-0002,"Bien, ¿qué tamaño y qué coberturas","Well, what size and coverage",None
METALW-037872-0003,"Tomaré un XL con Pepperoni, champiñones y anchoas","I'll have an XL with Pepperoni, mushrooms and anchovies",None
METALW-037872-0004,"Lo siento, actualmente están fuera de las setas/","I'm sorry, they're currently out of the mushrooms/",None
METALW-037872-0005,¿Tienes piña?,Do you have pineapple?,None
METALW-037872-0006,Sí piña está disponible. ¿Quieres pepperoni de piña y anchoas en tu xl pzza?,Yes pineapple is available. Do you want pineapple pepperoni and anchovies in your xl pzza?,None
METALW-037872-0007,"¡Sí, eso suena genial!","Yes, that sounds great!",None
METALW-037872-0008,"De acuerdo, he hecho ese pedido. ¿Quieres pagar ahora o en la tienda?","All right, I made that order. Do you want to pay now or in the store?",None
METALW-037872-0009,Pagaré en la tienda. ¡gracias!,I'll pay at the store. Thank you!,None
METALW-037872-0010,Estará listo en 20 minutos,It'll be ready in 20 minutes,None
METALW-037873-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037873-0001,"Me gustaría pedir una pizza, por favor.","I'd like to order a pizza, please.",None
METALW-037873-0002,¿Qué tipo de pizza te gustaría pedir?,What kind of pizza would you like to order?,None
METALW-037873-0003,Una pizza de tres topping.,A three-topping pizza.,None
METALW-037873-0004,"Tenemos tres pizzas disponibles con tres ingredientes. Hawaiano, el mejor de Nueva York, Italia","We have three pizzas available with three ingredients. Hawaiian, the best in New York, Italy",None
METALW-037873-0005,"Hawaiano, por favor.","Hawaiian, please.",None
METALW-037873-0006,¿Qué ingredientes te gustaría?,What ingredients would you like?,None
METALW-037873-0007,Pepperoni y piña.,Pepperoni and pineapple.,None
METALW-037873-0008,Pepperoni no está disponible por el momento.,Pepperoni is not available at this time.,None
METALW-037873-0009,"De acuerdo, tomaré piña.","All right, I'll have pineapple.",None
METALW-037873-0010,bien. El pedido ya está en cola.,Not bad. The order is already queued.,None
METALW-037874-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037874-0001,Ayuda por favor,Help please,None
METALW-037874-0002,Qué puedo hacer,What can I do,None
METALW-037874-0003,Échame una pizza,Give me a pizza,None
METALW-037874-0004,¿Qué clase de pizza?,What kind of pizza?,None
METALW-037874-0005,Pizza amante de la carne,Meat-loving pizza,None
METALW-037874-0006,"lo siento, pero no hay más carne","I'm sorry, but there's no more meat",None
METALW-037874-0007,Pizza hawaiana,Hawaiian pizza,None
METALW-037874-0008,"Lo siento, pero no hay más piña","I'm sorry, but there's no more pineapple",None
METALW-037874-0009,¿Qué tal la pizza Cheezy?,How's cheezy pizza?,None
METALW-037874-0010,El queso no está disponible por el momento,Cheese is not available at this time,None
METALW-037874-0011,¿Hay algo que esté disponible?,Is there anything available?,None
METALW-037875-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037875-0001,Necesito pedir algunas pizzas,I need to order some pizzas,None
METALW-037875-0002,¡Claro! ¿Qué puedo conseguir por ti hoy?,Of course! What can I get for you today?,None
METALW-037875-0003,El primero es un pepperoni grande con corteza rellena.,The first is a large pepperoni with stuffed bark.,None
METALW-037875-0004,empedernido. He añadido una pizza grande con el pepperoni de cobertura y la corteza rellena de opción. ¿Algo más?,inveterate. I added a large pizza with the topping pepperoni and the crust stuffed with option. Anything else?,None
METALW-037875-0005,"Sí quiero otro grande con pimientos verdes, cebollas y champiñones","I do want another big one with green peppers, onions and mushrooms",None
METALW-037875-0006,"Muy bien, he añadido otra pizza grande con los ingredientes de pimientos verdes, cebollas y champiñones. ¿Alguna otra adiciones?","All right, I've added another big pizza with the ingredients of green peppers, onions and mushrooms. Any other additions?",None
METALW-037875-0007,"Uno más este también grande pero con pepperoni, salchicha, y tocino.","One more this also big but with pepperoni, sausage, and bacon.",None
METALW-037875-0008,"Suena bien, he añadido otra pizza grande con los ingredientes pepperoni, salchicha, y tocino a su pedido. ¿Te gustaría añadir algo más?","Sounds good, I've added another big pizza with pepperoni, sausage, and bacon ingredients to your order. Would you like to add something else?",None
METALW-037875-0009,"No, eso es todo gracias.","No, that's all thanks.",None
METALW-037875-0010,"Bien. Su total es de $27.95, por favor diríjase a la pantalla de pago para completar su pedido.","Not bad. Your total is $27.95, please go to the checkout screen to complete your order.",None
METALW-037875-0011,Gracias,Thank you,None
METALW-037876-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037876-0001,Me gustaría pedir una pizza.,I'd like to order a pizza.,None
METALW-037876-0002,"Ok, ¿de qué tamaño pizza?","Okay, what size pizza?",None
METALW-037876-0003,Me gustaría una pizza grande.,I'd like a big pizza.,None
METALW-037876-0004,pizza grande. ¿Qué ingredientes te gustaría?,big pizza. What ingredients would you like?,None
METALW-037876-0005,"Me gustaría anchoas, tocino y hamburguesa.","I'd like anchovies, bacon and hamburger.",None
METALW-037876-0006,parece que estamos fuera de anchoas,looks like we're out of anchovies,None
METALW-037876-0007,Está bien. Tomaré pollo.,It is ok. I'll have chicken.,None
METALW-037876-0008,"Ok, ¿te gustaría piña también?","Okay, would you like pineapple too?",None
METALW-037876-0009,"No, gracias.",No thanks.,None
METALW-037876-0010,De acuerdo,I agree,None
METALW-037877-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037877-0001,Necesito una pizza,I need a pizza.,None
METALW-037877-0002,¿De qué tamaño?,What size?,None
METALW-037877-0003,grande,big,None
METALW-037877-0004,¿Quieres algún toppings?,Do you want some toppings?,None
METALW-037877-0005,¿Tienes PIÑA?,Do you have PINEAPPLE?,None
METALW-037877-0006,Sí.,Yes.,None
METALW-037877-0007,¡Yuck! ¡No quiero eso!,Yuck! I don't want that!,None
METALW-037877-0008,¿Hay alguna cobertura que quieras?,Is there any coverage you want?,None
METALW-037877-0009,peperoni. Necesito tres de ellos,pepperoni. I need three of them.,None
METALW-037877-0010,seguro. El total llega a $45,sure. The total goes to $45,None
METALW-037878-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037878-0001,Quiero una pizza,I want a pizza,None
METALW-037878-0002,¿Qué clase de pizza?,What kind of pizza?,None
METALW-037878-0003,Hawaiano con 3 ingredientes diferentes,Hawaiian with 3 different ingredients,None
METALW-037878-0004,¿Cuáles son los ingredientes?,What are the ingredients?,None
METALW-037878-0005,"Piñas extra, pimiento y queso xtra","Extra pineapples, pepper and xtra cheese",None
METALW-037878-0006,Desafortunadamente nos quedan sin pimiento.,Unfortunately we're out of pepper.,None
METALW-037878-0007,¿Qué cobertura está disponible actualmente?,What coverage is currently available?,None
METALW-037878-0008,Tenemos cebollas,We have onions,None
METALW-037878-0009,"Bien, eso servirá","Well, that'll do.",None
METALW-037878-0010,Estará listo en 18 minutos.,It'll be ready in 18 minutes.,None
METALW-037879-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037879-0001,"Sí, ¿tienen manzanas como cobertura de pizza?","Yes, do you have apples as pizza topping?",None
METALW-037879-0002,"Lo siento, pero la manzana no está disponible como cobertura","I'm sorry, but the apple is not available as topping",None
METALW-037879-0003,tonto. ¿Qué hay de pera?,foolish. What about pear?,None
METALW-037879-0004,"Lo siento, tampoco tenemos eso.","I'm sorry, we don't have that either.",None
METALW-037879-0005,¿Uvas?,Grapes?,None
METALW-037879-0006,No tenemos uvas,We don't have grapes,None
METALW-037879-0007,Cielos. ¿Puedo conseguir una pizza de fresa grande entonces?,Heavens. Can I get a big strawberry pizza then?,None
METALW-037879-0008,Siento no tener fresa ni otras frutas.,I'm sorry I don't have strawberry or other fruits.,None
METALW-037879-0009,¿Ni siquiera piña?,Not even pineapple?,None
METALW-037879-0010,Nos quedamos sin piña,We're out of pineapple.,None
METALW-037879-0011,Voy a hacer mi propia pizza ya que aparentemente ustedes no saben lo que están haciendo.,I'm going to make my own pizza as apparently you don't know what you're doing.,None
METALW-037880-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037880-0001,¿Qué pizzas tienes? Necesito las diferentes pizzas 3 pizzas diferentes,What pizzas do you have? I need the different pizzas 3 different pizzas,None
METALW-037880-0002,"Tenemos una pizza alfredo de espinacas, pizza de tacos y pizza de hamburguesa con queso","We have an alfredo spinach pizza, taco pizza and cheeseburger pizza",None
METALW-037880-0003,"Bien, comprar los tres","Well, buy all three",None
METALW-037880-0004,Están en $9.99 especiales cada uno,They're at $9.99 specials each,None
METALW-037880-0005,Wow que es bueno escuchar,Wow it's good to hear,None
METALW-037880-0006,¿Quieres algo más?,Anything else you want?,None
METALW-037880-0007,¿Cuáles son cada cobertura? No pongas piña,What are each coverage? Don't put pineapple,None
METALW-037880-0008,De acuerdo.. su total es de 30.00,I agree.. its total is 30.00,None
METALW-037880-0009,Piña en una pizza no está bien,Pineapple on a pizza is not right,None
METALW-037880-0010,Gracias por su opinión su pedido estará listo en 20 minutos,Thank you for your review your order will be ready in 20 minutes,None
METALW-037881-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037881-0001,Me gustaría pedir pizzas.,I'd like to order pizzas.,None
METALW-037881-0002,Bien. ¿De dónde quieres pedir la pizza?,Not bad. Where do you want to order the pizza?,None
METALW-037881-0003,La pizza de Sal.,Sal's pizza.,None
METALW-037881-0004,¿Recogida o entrega?,Pick-up or drop-off?,None
METALW-037881-0005,entrega.,delivery.,None
METALW-037881-0006,¿Cuál es tu dirección?,What's your address?,None
METALW-037881-0007,123 primera calle.,123 first street.,None
METALW-037881-0008,¿Qué quieres en tus pizzas?,What do you want in your pizzas?,None
METALW-037881-0009,Tres pizzas regulares.,Three regular pizzas.,None
METALW-037881-0010,Bien. Tengo 3 pizzas regulares para la entrega a 123 First Street de Sal's Pizza. El pedido cuesta $35.99. ¿Debería hacer el pedido?,Not bad. I have 3 regular pizzas for delivery to 123 First Street Of Sal's Pizza. Order costs $35.99. Should I place the order?,None
METALW-037881-0011,"Sí, gracias.","Yes, thanks.",None
METALW-037881-0012,Orden realizado. Estará allí en 30 minutos.,Order performed. He'll be there in 30 minutes.,None
METALW-037882-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037882-0001,Quiero pedir una pizza,I want to order a pizza,None
METALW-037882-0002,"Ok, ¿de qué tamaño?","Okay, what size?",None
METALW-037882-0003,Tres pizzas grandes,Three big pizzas,None
METALW-037882-0004,¿Recogida o entrega?,Pick-up or drop-off?,None
METALW-037882-0005,entrega,delivery,None
METALW-037882-0006,¿Qué ingredientes hay en la 1ª pizza?,What are the ingredients in the 1st pizza?,None
METALW-037882-0007,Sólo salchicha,Just sausage,None
METALW-037882-0008,¿2ª pizza?,2nd pizza?,None
METALW-037882-0009,setas y salchichas,mushrooms and sausages,None
METALW-037882-0010,¿3ª pizza?,3rd pizza?,None
METALW-037883-0000,"Hola, ¿en qué puedo ayudarle?","Hi, how can I help you?",None
METALW-037883-0001,hola,Hello,None
METALW-037883-0002,¿En qué puedo ayudarle hoy?,How can I help you today?,None
METALW-037883-0003,"Me gustaría pedir una pizza. Me gustaría un gran queso extra, anchoas dobles y sardinas triples, por favor.","I'd like to order a pizza. I'd like some extra big cheese, double anchovies and triple sardines, please.",None
METALW-037883-0004,"Lo siento, pero nos hemos quedo sin anchoas. ¿Le gustaría reemplazarlos con otro ingrediente?","I'm sorry, but we've run out of anchovies. Would you like to replace them with another ingredient?",None
METALW-037883-0005,¿Tienes salchicha italiana?,Do you have Any Italian sausage?,None
METALW-037883-0006,¡Sí! He añadido salchicha italiana. ¿Qué clase de corteza te gustaría?,Yes! I added Italian sausage. What kind of bark would you like?,None
METALW-037883-0007,"La mano lanada, por favor.","The laned hand, please.",None
METALW-037883-0008,"maravilloso. Pizza grande a mano con queso extra, sardinas triples y salchicha italiana. ¿Es eso correcto?","wonderful. Large pizza by hand with extra cheese, triple sardines and Italian sausage. Is that correct?",None
